Institution,PubDate,flag_count,found_words,Question_Words,Question_Mark_Count,Region
"Fudan University, Huashan Hospital Fudan University",2015.0,3,potent(5),when(10) which(25) where(3) whose(2),0,Asia
"Fudan University, Huashan Hospital Fudan University",2016.0,5,notable(1) innovative(1) potent(4),when(6) which(38) where(8) how(8) whose(2) why(1),0,Asia
"Fudan University, Huashan Hospital Fudan University",2017.0,3,potent(3),which(51) when(25) where(9) why(1) whose(1) how(5),0,Asia
"Fudan University, Huashan Hospital Fudan University",2018.0,8,pivotal(1) potent(7),which(62) whose(4) where(18) how(7) when(11),0,Asia
"Fudan University, Huashan Hospital Fudan University",2019.0,15,potent(13) noteworthy(1) intricate(1) versatile(1),which(107) when(14) what(3) where(8) how(12) whose(4),5,Asia
"Fudan University, Huashan Hospital Fudan University",2020.0,16,potent(15) versatile(3) fresh(1) meticulous(1) meticulously(1),when(22) which(94) where(14) how(10) why(1) what(2) many(1),0,Asia
"Fudan University, Huashan Hospital Fudan University",2021.0,12,potent(7) pivotal(1) innovative(1) strategically(1) notable(1) intricate(1) versatile(2),which(126) when(33) where(20) how(9) whose(5) what(2) why(1),1,Asia
"Fudan University, Huashan Hospital Fudan University",2022.0,21,pivotal(2) potent(22) innovative(1) versatile(2),which(102) where(20) when(17) how(14) whose(6) what(2) why(1) who(2),0,Asia
"Fudan University, Huashan Hospital Fudan University",2023.0,39,pivotal(3) potent(41) innovative(3) intricate(4) versatile(2) meticulous(1) notable(1) strategically(1),which(120) who(1) how(20) where(25) when(32) why(1) many(1) whose(3),1,Asia
"Fudan University, Huashan Hospital Fudan University",2024.0,48,potent(43) innovative(2) intricate(5) pivotal(2) meticulous(1) notable(2) meticulously(1) versatile(3) commendable(1) aptly(1),when(25) which(91) where(26) how(8) far(1) whose(2) why(1) who(1),2,Asia
"Fudan University, Zhongshan Hospital Fudan University",2011.0,0,,,0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2012.0,0,,where(1) how(1) which(2),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2013.0,0,,when(2) where(1) which(3),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2014.0,1,innovative(1),when(1) which(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2015.0,0,,which(8) how(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2016.0,0,,how(1) which(8) whose(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2017.0,1,potent(1),which(12) where(2) when(3) whose(2),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2018.0,0,,how(1) which(8) when(2) what(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2019.0,1,potent(2),how(4) which(16) what(1) when(3) where(2),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2020.0,2,potent(2),where(6) when(2) how(2) many(1) which(19) what(2) whose(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2021.0,0,,which(15) how(2) where(4) many(1) when(1),2,Asia
"Fudan University, Zhongshan Hospital Fudan University",2022.0,2,potent(2),which(25) when(9) where(4) what(3) how(2) who(1) whose(1),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2023.0,11,pivotal(2) innovative(2) potent(4) scholarly(2) versatile(1) notable(1),how(8) which(38) where(7) whose(2) when(4),0,Asia
"Fudan University, Zhongshan Hospital Fudan University",2024.0,9,pivotal(1) potent(7) meticulous(1) meticulously(1) notable(1) versatile(1) fresh(1),which(20) when(7) how(2) where(2),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2012.0,0,,when(1),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2013.0,0,,when(2) which(2),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2018.0,1,potent(1),,0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2019.0,0,,which(1) where(1),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2020.0,2,potent(1) innovative(1),which(7) how(1) when(1),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2021.0,0,,which(1),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2022.0,1,potent(1),when(3) which(6) where(2),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2023.0,1,potent(1),what(1) where(5) which(7) how(2),0,Asia
"Fudan University, Zhongshan Hospital, Fudan University",2024.0,2,versatile(1) potent(2),which(5) how(1) where(1),0,Asia
Graduate School,2020.0,1,potent(1),,0,Asia
Graduate School,2021.0,0,,,0,Asia
Graduate School,2022.0,0,,which(2),0,Asia
Hanyang University,2010.0,0,,who(1),0,Asia
Hanyang University,2013.0,0,,which(1),0,Asia
Hanyang University,2014.0,1,potent(1),,0,Asia
Hanyang University,2015.0,0,,which(1),0,Asia
Hanyang University,2016.0,1,potent(1),where(1) which(2),0,Asia
Hanyang University,2017.0,0,,who(1) which(1),0,Asia
Hanyang University,2018.0,1,potent(1),which(2) who(3),0,Asia
Hanyang University,2019.0,0,,when(2) which(1),0,Asia
Hanyang University,2020.0,1,potent(1),which(5) who(2) what(1) when(1),0,Asia
Hanyang University,2021.0,1,versatile(1) potent(1),when(2) which(6) who(1),0,Asia
Hanyang University,2022.0,1,potent(1),who(2) when(1) which(7) how(1),0,Asia
Hanyang University,2023.0,4,potent(5),who(1) which(8) when(1) whose(1),0,Asia
Hanyang University,2024.0,7,potent(7),who(2) when(2) which(2),0,Asia
Hokkaido University,2009.0,0,,,0,Asia
Hokkaido University,2010.0,0,,which(2),0,Asia
Hokkaido University,2011.0,0,,which(6),0,Asia
Hokkaido University,2013.0,0,,which(2),0,Asia
Hokkaido University,2014.0,0,,which(2) who(1) when(2) whom(1),0,Asia
Hokkaido University,2015.0,1,potent(1),where(1) how(1) which(2),0,Asia
Hokkaido University,2016.0,1,potent(1),,0,Asia
Hokkaido University,2017.0,0,,which(1),0,Asia
Hokkaido University,2018.0,1,potent(1) reportedly(1),when(2) which(4),0,Asia
Hokkaido University,2019.0,1,potent(1),which(5) how(1),0,Asia
Hokkaido University,2020.0,3,potent(4),which(7) who(1) when(2),0,Asia
Hokkaido University,2021.0,4,pivotal(2) potent(2),which(19) where(1) whose(3) who(2) when(2) how(1),0,Asia
Hokkaido University,2022.0,5,fresh(1) potent(4),who(5) which(5) where(2) when(1),0,Asia
Hokkaido University,2023.0,11,potent(11) reportedly(1),which(20) who(6) how(3) whose(2) where(1) when(4),0,Asia
Hokkaido University,2024.0,8,pivotal(1) potent(6) versatile(1),which(15) who(4) when(11) how(2),0,Asia
JP,2009.0,0,,,0,Asia
JP,2010.0,0,,,0,Asia
JP,2013.0,0,,,0,Asia
JP,2015.0,0,,,0,Asia
JP,2016.0,0,,,0,Asia
JP,2019.0,0,,who(1),0,Asia
JP,2020.0,0,,,0,Asia
JP,2023.0,0,,who(1),0,Asia
JP,2024.0,0,,,0,Asia
Keio University,2012.0,1,potent(1),which(1) who(1),0,Asia
Keio University,2013.0,0,,which(2),0,Asia
Keio University,2014.0,0,,who(1) which(2),0,Asia
Keio University,2015.0,1,potent(2),which(2),0,Asia
Keio University,2016.0,0,,which(2),0,Asia
Keio University,2017.0,1,potent(1),,0,Asia
Keio University,2018.0,0,,when(1) which(1),0,Asia
Keio University,2019.0,0,,who(2) which(2),0,Asia
Keio University,2020.0,1,potent(2) strategically(1),who(3) which(3) when(1),0,Asia
Keio University,2021.0,2,potent(2),which(5) who(4),0,Asia
Keio University,2022.0,1,reportedly(1),who(2) when(5) how(1) which(8) where(1),0,Asia
Keio University,2023.0,3,reportedly(1) potent(2) innovative(1),who(8) whom(2) which(9) where(1) when(2) how(1),0,Asia
Keio University,2024.0,15,potent(15) innovative(2) notable(1) pivotal(1),which(19) who(6) whose(1) whom(1) when(5) where(3) how(1),0,Asia
Korea University,2008.0,0,,,0,Asia
Korea University,2009.0,0,,who(1),0,Asia
Korea University,2010.0,0,,,0,Asia
Korea University,2012.0,0,,who(1),0,Asia
Korea University,2013.0,0,,when(1) which(2) how(1),0,Asia
Korea University,2014.0,2,potent(2),when(2) who(2),0,Asia
Korea University,2015.0,3,potent(3),which(3) whom(1) who(2) when(1),0,Asia
Korea University,2016.0,0,,which(3) who(2),0,Asia
Korea University,2017.0,3,potent(3) fresh(1),which(1),0,Asia
Korea University,2018.0,1,potent(2),who(4) when(1),0,Asia
Korea University,2019.0,3,potent(3),which(7) when(4) who(6),0,Asia
Korea University,2020.0,2,potent(2),who(9) which(8) whom(1),0,Asia
Korea University,2021.0,6,potent(7),which(5) who(16) when(4),0,Asia
Korea University,2022.0,7,potent(7),who(23) when(7) which(15) where(1) how(1),0,Asia
Korea University,2023.0,12,potent(12),when(7) how(5) which(42) much(2) who(17) where(1),0,Asia
Korea University,2024.0,12,potent(11) pivotal(1) innovative(1) intricate(1),when(10) who(21) which(20) how(10) where(2),0,Asia
"Korea University, Korea University Anam Hospital",2014.0,0,,which(2),0,Asia
"Korea University, Korea University Anam Hospital",2016.0,0,,,0,Asia
"Korea University, Korea University Anam Hospital",2017.0,1,innovative(1) potent(1),when(1) which(1) whose(1),0,Asia
"Korea University, Korea University Anam Hospital",2021.0,0,,,0,Asia
Kyoto University,2008.0,0,,,0,Asia
Kyoto University,2009.0,2,potent(1) excellently(1),,0,Asia
Kyoto University,2011.0,0,,which(2),0,Asia
Kyoto University,2013.0,0,,when(1),0,Asia
Kyoto University,2014.0,0,,which(1),0,Asia
Kyoto University,2015.0,1,potent(1),who(2),0,Asia
Kyoto University,2016.0,0,,what(1) where(2),0,Asia
Kyoto University,2017.0,1,potent(1),which(1),0,Asia
Kyoto University,2018.0,1,potent(4),when(1) whom(1) which(3),0,Asia
Kyoto University,2019.0,2,potent(2),when(2) which(6) who(1) where(1),0,Asia
Kyoto University,2020.0,4,potent(5),where(1) when(1),0,Asia
Kyoto University,2021.0,5,potent(8),who(3) which(3) where(1),0,Asia
Kyoto University,2022.0,4,potent(5),which(9) how(2) where(1) who(6),0,Asia
Kyoto University,2023.0,6,potent(6),which(15) who(7) how(3) where(2) when(7) whose(1),0,Asia
Kyoto University,2024.0,6,potent(8),which(9) how(3) whose(2) who(7) when(4) where(1),0,Asia
Kyung Hee University,2009.0,0,,,0,Asia
Kyung Hee University,2010.0,0,,who(1),0,Asia
Kyung Hee University,2011.0,0,,,0,Asia
Kyung Hee University,2012.0,0,,where(1),0,Asia
Kyung Hee University,2013.0,0,,which(2),0,Asia
Kyung Hee University,2014.0,1,notable(1),which(5),0,Asia
Kyung Hee University,2015.0,0,,who(2) which(3) when(2),0,Asia
Kyung Hee University,2016.0,1,potent(1),when(1) how(1),0,Asia
Kyung Hee University,2017.0,0,,which(1) how(1) when(1),0,Asia
Kyung Hee University,2018.0,4,innovative(1) potent(4),who(1) which(4),0,Asia
Kyung Hee University,2019.0,3,fresh(5) potent(2),which(6) who(2) how(1),0,Asia
Kyung Hee University,2020.0,1,potent(1),who(8) which(7),0,Asia
Kyung Hee University,2021.0,4,potent(4),which(11) who(8) how(2) when(2),0,Asia
Kyung Hee University,2022.0,4,potent(4) pivotal(1),which(18) who(5) how(2) where(1) when(1),0,Asia
Kyung Hee University,2023.0,5,potent(5),who(5) whose(1) which(8) how(1),0,Asia
Kyung Hee University,2024.0,13,potent(16) scholarly(1) pivotal(1),who(7) which(6) what(1) when(5) how(1),3,Asia
Kyung Hee University Hospital,2023.0,0,,,0,Asia
Kyushu University,2002.0,0,,,0,Asia
Kyushu University,2007.0,1,potent(2),,0,Asia
Kyushu University,2008.0,0,,which(1),0,Asia
Kyushu University,2009.0,0,,which(4),0,Asia
Kyushu University,2010.0,0,,which(1),0,Asia
Kyushu University,2011.0,0,,,0,Asia
Kyushu University,2012.0,1,pivotal(1),when(1) which(1),0,Asia
Kyushu University,2013.0,0,,which(1),0,Asia
Kyushu University,2014.0,0,,which(2),0,Asia
Kyushu University,2015.0,0,,whose(1) which(3) where(1),0,Asia
Kyushu University,2016.0,3,potent(8),which(4) when(2),0,Asia
Kyushu University,2017.0,3,potent(6),which(2) when(2) how(1) where(1),0,Asia
Kyushu University,2018.0,1,potent(1),which(3) when(2) how(1),0,Asia
Kyushu University,2019.0,0,,which(2) who(1),0,Asia
Kyushu University,2020.0,2,potent(3),where(1) which(3) how(1),0,Asia
Kyushu University,2021.0,0,,who(1) which(3) how(1),0,Asia
Kyushu University,2022.0,6,potent(5) pivotal(1),which(6) who(1),0,Asia
Kyushu University,2023.0,2,potent(2),which(8) who(9) when(2) where(1) whom(1),0,Asia
Kyushu University,2024.0,7,potent(8),which(14) who(6) when(2),0,Asia
MY,2017.0,1,potent(1),,0,Asia
MY,2019.0,0,,which(1),0,Asia
MY,2022.0,0,,,0,Asia
Nagoya University,2006.0,0,,,0,Asia
Nagoya University,2015.0,2,potent(2),which(2),0,Asia
Nagoya University,2018.0,3,potent(3) versatile(1),which(3),0,Asia
Nagoya University,2019.0,0,,which(2),0,Asia
Nagoya University,2020.0,1,potent(1),which(1),0,Asia
Nagoya University,2021.0,2,potent(2),which(3) when(1),0,Asia
Nagoya University,2022.0,3,potent(2) innovative(1),who(3) which(7) when(1),0,Asia
Nagoya University,2023.0,0,,how(1) which(6) when(1),0,Asia
Nagoya University,2024.0,7,potent(6) pivotal(1) notable(1),who(4) when(2) which(7),0,Asia
Nanjing University,2018.0,1,potent(1),,0,Asia
Nanjing University,2019.0,5,potent(6),which(2),0,Asia
Nanjing University,2020.0,0,,which(1),0,Asia
Nanjing University,2021.0,1,potent(1),which(4),0,Asia
Nanjing University,2022.0,4,potent(6) notable(1),which(3) when(1) whose(1),0,Asia
Nanjing University,2023.0,5,potent(5) pivotal(1),which(13) how(1),0,Asia
Nanjing University,2024.0,17,notable(1) potent(18) fresh(1) intricate(1) strategically(1) pivotal(2),where(3) which(18) when(2),0,Asia
National Tsing Hua University,2016.0,0,,when(2),0,Asia
National Tsing Hua University,2017.0,0,,,0,Asia
National Tsing Hua University,2019.0,0,,,0,Asia
National Tsing Hua University,2020.0,0,,which(1),0,Asia
National Tsing Hua University,2021.0,0,,when(2) how(1) whose(1) which(2),0,Asia
National Tsing Hua University,2022.0,1,potent(1),which(3),0,Asia
National Tsing Hua University,2023.0,0,,when(3) which(1),0,Asia
National Tsing Hua University,2024.0,0,,where(2) which(3),0,Asia
National Yang Ming Chiao Tung University,2021.0,0,,which(3),0,Asia
National Yang Ming Chiao Tung University,2022.0,2,potent(2),who(1) where(1) when(1),0,Asia
National Yang Ming Chiao Tung University,2023.0,5,potent(3) innovative(2),when(1) which(1) who(1),0,Asia
National Yang Ming Chiao Tung University,2024.0,2,pivotal(1) potent(1),whom(1) whose(1) how(1) which(1),0,Asia
Osaka University,2007.0,0,,how(1),1,Asia
Osaka University,2010.0,0,,,0,Asia
Osaka University,2013.0,0,,where(1) when(1) which(1),0,Asia
Osaka University,2014.0,1,potent(2),when(4) how(2) which(3) whose(1),0,Asia
Osaka University,2015.0,3,potent(2) reportedly(1),when(1) which(7) how(2) what(1),0,Asia
Osaka University,2016.0,3,potent(4),how(2) when(4) which(4),0,Asia
Osaka University,2017.0,1,potent(1),which(4) when(4),0,Asia
Osaka University,2018.0,2,potent(3) reportedly(1) versatile(1),which(6) where(2) when(2) how(1),0,Asia
Osaka University,2019.0,3,potent(4),when(3) which(4) how(2),0,Asia
Osaka University,2020.0,2,potent(2),how(5) long(1) what(1) which(4) who(4) when(1),0,Asia
Osaka University,2021.0,4,potent(2) invaluable(1) reportedly(1),which(11) who(7) whom(1) when(4) how(2),0,Asia
Osaka University,2022.0,6,potent(7),which(10) when(2) how(3),1,Asia
Osaka University,2023.0,5,potent(7),which(18) who(3) when(8) how(4) where(4),0,Asia
Osaka University,2024.0,7,potent(8),which(14) when(3) who(7) whom(1) where(2) what(3) how(4),4,Asia
Peking University,2007.0,0,,,0,Asia
Peking University,2014.0,0,,,0,Asia
Peking University,2015.0,0,,where(2) which(3),0,Asia
Peking University,2017.0,0,,,0,Asia
Peking University,2018.0,2,potent(2),when(5) which(6) how(3) who(1),0,Asia
Peking University,2019.0,3,potent(2) notable(1),which(6),0,Asia
Peking University,2020.0,1,potent(1),when(1) how(2) which(8),0,Asia
Peking University,2021.0,3,potent(3),which(9) when(4) how(1) where(1) who(1),0,Asia
Peking University,2022.0,2,potent(1) reportedly(1),what(2) when(3) how(3) which(7) where(3) who(3),0,Asia
Peking University,2023.0,10,commendable(1) potent(10),which(17) when(6) how(2) who(2),0,Asia
Peking University,2024.0,13,potent(17) innovative(1),which(15) where(1) when(2) why(1) who(2) how(3) whom(1),0,Asia
"Peking University, Peking University Cancer Hospital",2012.0,1,potent(1),when(2) which(1),0,Asia
"Peking University, Peking University Cancer Hospital",2013.0,0,,when(1) which(2),0,Asia
"Peking University, Peking University Cancer Hospital",2014.0,0,,which(1),0,Asia
"Peking University, Peking University Cancer Hospital",2015.0,0,,when(1) which(1),0,Asia
"Peking University, Peking University Cancer Hospital",2016.0,0,,when(1) how(1),0,Asia
"Peking University, Peking University Cancer Hospital",2017.0,0,,when(2) which(6) where(2) how(1),0,Asia
"Peking University, Peking University Cancer Hospital",2018.0,0,,where(1) which(3) how(1) when(1),0,Asia
"Peking University, Peking University Cancer Hospital",2020.0,0,,how(1) which(1),0,Asia
"Peking University, Peking University Cancer Hospital",2021.0,1,versatile(1),where(2) when(1) which(6),0,Asia
"Peking University, Peking University Cancer Hospital",2022.0,1,potent(1),where(3),0,Asia
"Peking University, Peking University Cancer Hospital",2023.0,2,potent(2) innovative(1),when(1) how(2) which(6),2,Asia
"Peking University, Peking University Cancer Hospital",2024.0,1,potent(3),which(4) where(1),0,Asia
"Peking University, Peking University First Hospital",2006.0,1,potent(1),which(2),0,Asia
"Peking University, Peking University First Hospital",2007.0,0,,where(2) which(1) when(1),0,Asia
"Peking University, Peking University First Hospital",2008.0,0,,which(2) where(1),0,Asia
"Peking University, Peking University First Hospital",2009.0,0,,where(2) when(1),0,Asia
"Peking University, Peking University First Hospital",2011.0,0,,where(1) which(1),0,Asia
"Peking University, Peking University First Hospital",2012.0,0,,,0,Asia
"Peking University, Peking University First Hospital",2013.0,0,,where(3) whose(1),0,Asia
"Peking University, Peking University First Hospital",2014.0,0,,when(1),0,Asia
"Peking University, Peking University First Hospital",2015.0,0,,where(2) which(6) when(4),0,Asia
"Peking University, Peking University First Hospital",2016.0,0,,which(1) when(2),0,Asia
"Peking University, Peking University First Hospital",2017.0,0,,which(2) where(2) how(1),2,Asia
"Peking University, Peking University First Hospital",2018.0,0,,which(5) where(1) how(2),0,Asia
"Peking University, Peking University First Hospital",2019.0,1,potent(1),when(5) which(8) where(2),0,Asia
"Peking University, Peking University First Hospital",2020.0,0,,which(8) where(3) how(1),0,Asia
"Peking University, Peking University First Hospital",2021.0,2,potent(2),when(8) which(20) where(6),0,Asia
"Peking University, Peking University First Hospital",2022.0,0,,which(6) where(1) when(2),0,Asia
"Peking University, Peking University First Hospital",2023.0,4,potent(4) strategically(1),what(1) which(7) where(4) when(2) how(3),0,Asia
"Peking University, Peking University First Hospital",2024.0,7,potent(7) strategically(1),when(10) which(40) where(8) how(1),0,Asia
"Peking University, Peking University People's Hospital",2009.0,0,,,0,Asia
"Peking University, Peking University People's Hospital",2012.0,0,,where(1) when(4),0,Asia
"Peking University, Peking University People's Hospital",2016.0,1,potent(1),which(2),0,Asia
"Peking University, Peking University People's Hospital",2017.0,0,,how(1) what(1),1,Asia
"Peking University, Peking University People's Hospital",2018.0,0,,which(2),0,Asia
"Peking University, Peking University People's Hospital",2019.0,1,potent(1),which(8) where(1) how(1),0,Asia
"Peking University, Peking University People's Hospital",2020.0,1,potent(2),where(2) when(2) which(2),0,Asia
"Peking University, Peking University People's Hospital",2021.0,0,,when(2) which(6) where(2),0,Asia
"Peking University, Peking University People's Hospital",2022.0,0,,where(2) when(2) which(13),1,Asia
"Peking University, Peking University People's Hospital",2023.0,0,,which(12),0,Asia
"Peking University, Peking University People's Hospital",2024.0,1,potent(1),when(1) which(6),0,Asia
"Peking University, Peking University Third Hospital",1992.0,0,,,0,Asia
"Peking University, Peking University Third Hospital",2000.0,0,,,0,Asia
"Peking University, Peking University Third Hospital",2001.0,0,,which(1),0,Asia
"Peking University, Peking University Third Hospital",2002.0,0,,which(2),0,Asia
"Peking University, Peking University Third Hospital",2003.0,0,,which(1),0,Asia
"Peking University, Peking University Third Hospital",2005.0,0,,,0,Asia
"Peking University, Peking University Third Hospital",2006.0,1,potent(1),which(3),0,Asia
"Peking University, Peking University Third Hospital",2007.0,0,,,0,Asia
"Peking University, Peking University Third Hospital",2008.0,0,,which(4) where(1),0,Asia
"Peking University, Peking University Third Hospital",2009.0,1,potent(1),which(2),0,Asia
"Peking University, Peking University Third Hospital",2010.0,0,,which(3) where(4) when(2),0,Asia
"Peking University, Peking University Third Hospital",2011.0,0,,whose(1) when(2) which(2),0,Asia
"Peking University, Peking University Third Hospital",2012.0,0,,which(4) when(2) where(1),0,Asia
"Peking University, Peking University Third Hospital",2013.0,0,,when(1),0,Asia
"Peking University, Peking University Third Hospital",2014.0,0,,which(12) when(8),0,Asia
"Peking University, Peking University Third Hospital",2015.0,0,,which(18) where(4) when(5) how(1),0,Asia
"Peking University, Peking University Third Hospital",2016.0,0,,where(4) when(2) which(20) how(1),0,Asia
"Peking University, Peking University Third Hospital",2017.0,2,potent(2),where(2) when(3) which(13) how(1),0,Asia
"Peking University, Peking University Third Hospital",2018.0,1,intricate(1),which(21) where(2) when(3) what(1) how(2),0,Asia
"Peking University, Peking University Third Hospital",2019.0,3,potent(2) notable(1),which(28) where(2) whose(1) when(2) how(1),0,Asia
"Peking University, Peking University Third Hospital",2020.0,5,innovative(1) notable(1) potent(3) versatile(1),when(7) which(41) what(1) where(3) how(2),0,Asia
"Peking University, Peking University Third Hospital",2021.0,10,potent(6) versatile(1) intricate(1) innovative(1) pivotal(1),what(2) when(9) who(1) how(7) which(31) where(6) whose(1),1,Asia
"Peking University, Peking University Third Hospital",2022.0,9,intricate(1) potent(9) pivotal(1),which(38) when(6) where(15) how(6),0,Asia
"Peking University, Peking University Third Hospital",2023.0,21,innovative(1) potent(19) versatile(2) strategically(2) pivotal(1) notable(1) fresh(2) intricate(1),whose(3) which(53) how(12) where(11) when(7),7,Asia
"Peking University, Peking University Third Hospital",2024.0,21,potent(18) notable(3) innovative(5) meticulous(1) innovatively(2) intricate(1),when(7) how(3) which(39) where(8) who(1) what(1),0,Asia
"Peking University, Tsinghua University",2019.0,0,,which(2),0,Asia
"Peking University, Tsinghua University",2021.0,0,,which(2) where(1),0,Asia
"Peking University, Tsinghua University",2022.0,0,,which(1),0,Asia
"Peking University, Tsinghua University",2023.0,0,,which(1),0,Asia
"Peking University, Tsinghua University",2024.0,0,,,0,Asia
"Peking University, peking university",1996.0,0,,which(1),0,Asia
"Peking University, peking university",2004.0,0,,,0,Asia
"Peking University, peking university",2006.0,0,,,0,Asia
"Peking University, peking university",2008.0,0,,,0,Asia
"Peking University, peking university",2010.0,0,,,0,Asia
"Peking University, peking university",2011.0,0,,which(2),0,Asia
"Peking University, peking university",2012.0,0,,which(2) where(1),0,Asia
"Peking University, peking university",2013.0,0,,which(2) how(1) where(1) when(1),0,Asia
"Peking University, peking university",2014.0,0,,which(4),0,Asia
"Peking University, peking university",2015.0,0,,,0,Asia
"Peking University, peking university",2016.0,0,,which(1),0,Asia
"Peking University, peking university",2017.0,1,potent(1),which(1),2,Asia
"Peking University, peking university",2018.0,1,commendable(1),which(2) how(1),0,Asia
"Peking University, peking university",2019.0,0,,which(4) when(2),0,Asia
"Peking University, peking university",2020.0,6,potent(6) innovative(1),where(10) which(23) who(1) how(3) much(1) when(8),0,Asia
"Peking University, peking university",2021.0,1,innovative(1) innovatively(1),which(6) when(1),0,Asia
"Peking University, peking university",2022.0,0,,where(8) which(17) when(5) how(1),0,Asia
"Peking University, peking university",2023.0,9,innovative(2) potent(6) intricate(1) pivotal(2),where(4) which(20) when(3) how(2),1,Asia
"Peking University, peking university",2024.0,2,intricate(1) potent(1),where(3) which(4) when(1) how(2) what(1),1,Asia
Pohang University of Science and Technology (POSTECH),2021.0,0,,,0,Asia
Renmin Hospital of Wuhan University,2020.0,0,,,0,Asia
Renmin Hospital of Wuhan University,2021.0,1,pivotal(1),which(1),0,Asia
Renmin Hospital of Wuhan University,2022.0,1,potent(2),which(3) who(1),0,Asia
Renmin Hospital of Wuhan University,2023.0,5,pivotal(2) meticulous(1) potent(1) reportedly(1),which(4) when(1),0,Asia
Renmin Hospital of Wuhan University,2024.0,3,potent(4),which(5) who(1) where(1) how(1),0,Asia
School of Medicine,2023.0,0,,who(1),0,Asia
Seoul National University,2012.0,0,,,0,Asia
Seoul National University,2015.0,1,potent(1),when(2) which(1),0,Asia
Seoul National University,2016.0,0,,where(2),0,Asia
Seoul National University,2017.0,0,,where(1) which(1) who(1),0,Asia
Seoul National University,2018.0,0,,when(2) which(3) who(2),0,Asia
Seoul National University,2019.0,0,,where(1) when(4) how(3) which(4),0,Asia
Seoul National University,2020.0,6,potent(7) notable(1),where(1) which(5) when(3) how(1),0,Asia
Seoul National University,2021.0,2,potent(6),what(1) which(4) where(3) how(3) who(5) when(1),0,Asia
Seoul National University,2022.0,3,innovative(1) potent(2) notable(1),when(5) which(6) what(2) how(2) who(6) whom(1),0,Asia
Seoul National University,2023.0,10,potent(11),where(2) how(3) which(8) when(4) far(1) who(8) whom(2),0,Asia
Seoul National University,2024.0,22,pivotal(4) potent(20) noteworthy(1),which(27) where(2) who(17) how(3) when(5),0,Asia
Shanghai Jiao Tong University,2019.0,0,,,0,Asia
Shanghai Jiao Tong University,2020.0,0,,who(1) when(1) which(1),0,Asia
Shanghai Jiao Tong University,2021.0,2,potent(1) innovative(1),where(2) which(1),0,Asia
Shanghai Jiao Tong University,2022.0,0,,where(1) who(1),0,Asia
Shanghai Jiao Tong University,2023.0,3,potent(3),which(5) when(1),0,Asia
Shanghai Jiao Tong University,2024.0,9,potent(9) innovative(1) reportedly(1) pivotal(2),which(7) who(1) how(3),0,Asia
Sun Yat-Sen University,2015.0,0,,,0,Asia
Sun Yat-Sen University,2017.0,0,,,0,Asia
Sun Yat-Sen University,2018.0,5,potent(13) noteworthy(1),when(1) which(5),0,Asia
Sun Yat-Sen University,2019.0,7,potent(7) invaluable(1) innovative(1),which(3) when(1) how(1) who(2),0,Asia
Sun Yat-Sen University,2020.0,4,potent(4),which(9) how(1),0,Asia
Sun Yat-Sen University,2021.0,9,potent(18) invaluable(1),which(11) when(1) how(1) what(1) who(2),0,Asia
Sun Yat-Sen University,2022.0,10,potent(10) intricate(1),which(19) who(2) when(5) what(1) how(5),0,Asia
Sun Yat-Sen University,2023.0,11,potent(9) pivotal(3),which(34) how(6) who(1) when(4) where(1),0,Asia
Sun Yat-Sen University,2024.0,30,potent(33) noteworthy(1) fresh(1) intricate(1) pivotal(1),which(51) when(6) who(3) why(1) how(5) where(3),0,Asia
Sun Yat-sen University,2018.0,0,,which(1),0,Asia
Sun Yat-sen University,2019.0,0,,,0,Asia
Sun Yat-sen University,2020.0,0,,how(1) which(1),0,Asia
Sun Yat-sen University,2021.0,1,potent(1),,0,Asia
Sun Yat-sen University,2022.0,0,,,0,Asia
Sun Yat-sen University,2023.0,0,,,0,Asia
Sun Yat-sen University,2024.0,4,potent(3) fresh(1),which(19) who(2) how(1),0,Asia
TW,2014.0,0,,,0,Asia
Taylor's University,2014.0,1,pivotal(1),which(1),0,Asia
Taylor's University,2015.0,0,,,0,Asia
Taylor's University,2016.0,0,,,0,Asia
Taylor's University,2017.0,0,,,0,Asia
Taylor's University,2019.0,0,,,0,Asia
Taylor's University,2020.0,0,,which(1),0,Asia
Taylor's University,2021.0,0,,where(2),0,Asia
Taylor's University,2022.0,0,,which(6) how(1) who(2) what(2),0,Asia
