Institution,PubDate,flag_count,found_words,Question_Words,Question_Mark_Count,Region
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",1997.0,0,,,0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",1998.0,2,potent(4),when(3) how(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",1999.0,1,potent(1),when(2) how(2),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2000.0,0,,,0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2001.0,1,potent(7),which(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2002.0,0,,where(5) how(4) which(3) when(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2003.0,2,potent(5),which(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2012.0,0,,which(2),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2015.0,0,,where(1) which(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2016.0,0,,which(2),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2018.0,0,,where(1) when(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2019.0,0,,,0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2021.0,0,,,0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2022.0,0,,which(3),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2023.0,0,,which(1),0,EU
"Ludwig-Maximilians-Universität München, Ludwig-Maximilians-Universität München Medizinische Fakultät",2024.0,0,,which(3),0,EU
Lund University,2002.0,0,,,0,EU
Lund University,2003.0,0,,how(2) which(2),0,EU
Lund University,2004.0,0,,which(5),0,EU
Lund University,2005.0,0,,,0,EU
Lund University,2006.0,0,,,0,EU
Lund University,2007.0,1,pivotal(1),when(2),0,EU
Lund University,2009.0,0,,what(2) why(2) where(1),0,EU
Lund University,2010.0,0,,,0,EU
Lund University,2011.0,0,,which(1),0,EU
Lund University,2012.0,0,,what(1) why(1) which(1),0,EU
Lund University,2013.0,0,,where(1) which(4),0,EU
Lund University,2014.0,1,potent(1),how(2) when(3) which(7),0,EU
Lund University,2015.0,1,potent(1),which(4) who(1) whose(1) how(2) why(1),0,EU
Lund University,2016.0,2,potent(2),which(9) how(1) where(2),1,EU
Lund University,2017.0,3,potent(4),where(6) when(8) what(1) who(3) which(3) how(2) much(1),1,EU
Lund University,2018.0,1,potent(1),when(2) how(4) which(8) why(1),0,EU
Lund University,2019.0,7,potent(8) pivotal(1),which(4) where(1) when(2) how(1),0,EU
Lund University,2020.0,1,potent(1),what(2) how(6) when(3) which(8) who(1) where(2),0,EU
Lund University,2021.0,1,potent(1),where(2) how(5) what(2) which(2) who(1) when(2),0,EU
Lund University,2022.0,4,potent(6),when(5) why(3) how(3) what(1) which(7),0,EU
Lund University,2023.0,5,potent(5),how(7) what(2) when(2) which(7) who(4) where(2),1,EU
Lund University,2024.0,1,impressively(1),when(4) what(2) how(4) which(13) who(5) where(3),0,EU
"Lund University, Lund University  LTH",2006.0,0,,how(1) which(1),0,EU
"Lund University, Lund University  LTH",2010.0,0,,when(2),0,EU
"Lund University, Lund University  LTH",2020.0,0,,when(2) how(2),0,EU
"Lund University, Lund University  LTH",2022.0,0,,when(1) how(1),0,EU
"Lund University, Lund University  LTH",2024.0,0,,when(1) which(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1992.0,0,,which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1993.0,0,,how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1994.0,0,,,0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1995.0,0,,,0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1996.0,0,,,0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1997.0,0,,which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1998.0,0,,whose(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",1999.0,0,,whose(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2000.0,0,,where(2) how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2001.0,0,,,0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2002.0,0,,how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2003.0,0,,,0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2004.0,0,,what(1) when(2) why(2) whose(1) where(2) which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2005.0,0,,how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2006.0,0,,what(1) where(1) which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2007.0,0,,how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2008.0,1,potent(2),when(2) which(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2009.0,0,,who(1) which(2) how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2010.0,0,,which(4) whose(1) when(1) how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2011.0,0,,which(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2012.0,1,potent(1),what(2) how(3) much(1) when(5) where(1) which(1),1,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2013.0,0,,how(1) where(1) which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2014.0,0,,when(1) which(3) whose(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2015.0,1,intricate(1),when(1) how(2) which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2016.0,0,,which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2017.0,0,,how(1) which(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2018.0,0,,how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2019.0,0,,which(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2020.0,0,,why(1) who(1) which(1) when(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2021.0,1,potent(1),which(2) where(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2022.0,0,,how(2),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2023.0,0,,what(2) when(1) how(1),0,EU
"Lund University, Lund University Samhällsvetenskapliga fakulteten",2024.0,0,,where(1) when(2) how(1) which(1),0,EU
"Lund University, Lund university",2020.0,0,,,0,EU
Medical University of Vienna,2005.0,1,potent(6),,0,EU
Medical University of Vienna,2006.0,0,,when(1) which(4),0,EU
Medical University of Vienna,2007.0,1,potent(1),which(2),0,EU
Medical University of Vienna,2008.0,0,,which(1),0,EU
Medical University of Vienna,2009.0,0,,where(1) how(1) many(1) which(1),0,EU
Medical University of Vienna,2010.0,3,potent(2) fresh(1),which(3) how(1) where(1) when(1),0,EU
Medical University of Vienna,2011.0,1,potent(1),,0,EU
Medical University of Vienna,2012.0,1,potent(2),when(1) which(1),0,EU
Medical University of Vienna,2013.0,4,potent(6),which(4) how(1),0,EU
Medical University of Vienna,2014.0,1,potent(1),when(2) which(3),0,EU
Medical University of Vienna,2015.0,5,potent(6),how(2) when(1) which(7),0,EU
Medical University of Vienna,2016.0,2,potent(3),which(5),0,EU
Medical University of Vienna,2017.0,2,potent(2),which(9) where(3),0,EU
Medical University of Vienna,2018.0,8,innovative(1) potent(6) fresh(3),what(2) how(1) which(4) where(1),0,EU
Medical University of Vienna,2019.0,3,potent(3),which(8) where(1) who(2) when(1),0,EU
Medical University of Vienna,2020.0,13,potent(17) invaluable(1) innovative(1),when(3) who(2) where(1) which(22),1,EU
Medical University of Vienna,2021.0,20,potent(26) pivotal(2) innovative(1),what(2) which(34) how(4) when(5) who(2) whose(1),0,EU
Medical University of Vienna,2022.0,20,pivotal(2) potent(18) fresh(2) versatile(1) invaluable(1),who(10) which(16) how(4) when(5) what(2) where(1),0,EU
Medical University of Vienna,2023.0,27,potent(27) fresh(6) innovative(1) noteworthy(1) notable(1) invaluable(1),which(45) where(4) who(9) how(11) whose(3) when(6) what(1),0,EU
Medical University of Vienna,2024.0,28,potent(31) intricate(2) innovative(2) versatile(1) fresh(1) pivotal(1),when(4) which(14) how(6) who(9) where(1),0,EU
"Medical University of Vienna, University of Vienna",2009.0,1,potent(1),what(1),0,EU
"Medical University of Vienna, University of Vienna",2011.0,0,,how(1) which(1),0,EU
"Medical University of Vienna, University of Vienna",2013.0,0,,,0,EU
"Medical University of Vienna, University of Vienna",2022.0,0,,,0,EU
"New College, University of Oxford, University of Oxford",2019.0,1,innovative(1),which(3),0,EU
"New College, University of Oxford, University of Oxford",2022.0,1,potent(1),,0,EU
"New College, University of Oxford, University of Oxford",2023.0,1,potent(1),,0,EU
"New College, University of Oxford, University of Oxford",2024.0,2,potent(3),when(2) which(1),0,EU
Newcastle University,2011.0,0,,,0,EU
Newcastle University,2013.0,1,potent(1),who(1) which(1),0,EU
Newcastle University,2016.0,0,,,0,EU
Newcastle University,2017.0,0,,,0,EU
Newcastle University,2018.0,2,potent(2),which(2),0,EU
Newcastle University,2019.0,1,potent(1),how(1),0,EU
Newcastle University,2020.0,1,notable(1) potent(1),which(2),0,EU
Newcastle University,2021.0,0,,which(1),0,EU
Newcastle University,2022.0,0,,what(1) which(1) where(1),0,EU
Newcastle University,2023.0,0,,which(2),0,EU
Newcastle University,2024.0,1,potent(1),which(2),0,EU
"Newcastle University, Newcastle University Business School",2013.0,0,,what(1) where(1) how(1) which(1),0,EU
"Newcastle University, Newcastle University Business School",2020.0,0,,,0,EU
"Newcastle University, Newcastle University Business School",2021.0,0,,where(2),0,EU
Nuffield College,2018.0,0,,,0,EU
Paris observatory,2024.0,0,,what(2) which(1),2,EU
"Pembroke College, University of Oxford, University of Oxford",2022.0,0,,,0,EU
Politecnico di MILANO,2007.0,0,,how(1),0,EU
Politecnico di MILANO,2009.0,0,,,0,EU
Politecnico di MILANO,2011.0,0,,which(1),0,EU
Politecnico di MILANO,2012.0,1,potent(2),what(1) when(1) how(1) which(4),0,EU
Politecnico di MILANO,2013.0,0,,,0,EU
Politecnico di MILANO,2014.0,1,potent(2),where(1),0,EU
Politecnico di MILANO,2015.0,1,potent(3),where(2) when(3) which(4),0,EU
Politecnico di MILANO,2016.0,1,potent(4),when(3) which(1) where(2),0,EU
Politecnico di MILANO,2017.0,0,,where(1) when(1) which(1),0,EU
Politecnico di MILANO,2018.0,2,innovative(1) potent(1),when(1) where(1) which(1),0,EU
Politecnico di MILANO,2019.0,1,innovative(1) potent(1),which(1) when(2),0,EU
Politecnico di MILANO,2020.0,2,innovative(1) potent(1),how(1) which(1),0,EU
Politecnico di MILANO,2021.0,1,innovative(1) potent(1),who(1) where(1) when(2),0,EU
Politecnico di MILANO,2022.0,2,potent(1) innovative(1),which(4) when(5) where(3) how(1),0,EU
Politecnico di MILANO,2023.0,3,potent(2) intricate(1),which(4) who(1) where(2),3,EU
Politecnico di MILANO,2024.0,3,potent(4),where(2) who(1) which(3) when(1) why(1) how(2),0,EU
"Politecnico di MILANO, Politecnico di Milano",2008.0,0,,when(1) which(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2009.0,0,,what(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2010.0,0,,when(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2012.0,0,,which(1) where(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2013.0,0,,which(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2014.0,0,,where(1) how(3) which(3) when(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2015.0,0,,where(2) how(2) which(4) what(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2017.0,0,,,0,EU
"Politecnico di MILANO, Politecnico di Milano",2018.0,0,,when(3) which(11) where(2) whose(1) how(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2019.0,2,innovative(1) potent(2),where(4) when(2) which(8) how(1) what(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2020.0,4,potent(5),which(6) whom(1) where(3) how(3) when(3) whose(2) what(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2021.0,2,potent(6),when(2) which(9) how(4) where(1) much(2) what(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2022.0,1,versatile(1),where(3) which(11) when(3) whose(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2023.0,1,potent(1),how(4) whose(1) where(3) which(9) when(1),0,EU
"Politecnico di MILANO, Politecnico di Milano",2024.0,5,potent(4) strategically(1),where(2) which(5) when(3) how(2),0,EU
Politecnico di Milano,2015.0,0,,which(1),0,EU
Politecnico di Milano,2019.0,0,,,0,EU
Politecnico di Milano,2020.0,0,,what(1) which(6),0,EU
Politecnico di Milano,2021.0,0,,which(2),0,EU
Politecnico di Milano,2022.0,1,versatile(1),which(4) how(2) where(1),0,EU
Politecnico di Milano,2023.0,2,versatile(2) potent(1) innovative(1),where(1) which(1) when(2),0,EU
Politecnico di Milano,2024.0,0,,which(3) where(1),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2012.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2019.0,0,,where(2),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2020.0,0,,which(2) when(1),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2021.0,1,potent(2),who(2) where(1) which(1),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2022.0,0,,which(2) where(1),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2023.0,0,,whose(1) when(1) which(1),0,EU
"Politecnico di Milano, Politecnico di Milano - Milano Leonardo",2024.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2014.0,0,,which(1) whose(1),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2016.0,0,,how(1) when(1) which(1),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2017.0,1,potent(1),when(4) which(5),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2018.0,0,,which(3),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2019.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2020.0,0,,when(1) which(2) where(1),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2021.0,1,innovative(1),where(2) which(2) when(1),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2022.0,0,,how(1),0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2023.0,1,versatile(1),,0,EU
"Politecnico di Milano, Politecnico di Milano Dipartimento di Energia",2024.0,1,potent(2),how(1) which(2),0,EU
"Politecnico di Milano, Politecnico di Milano IT",2009.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano IT",2013.0,0,,which(1),0,EU
"Politecnico di Milano, Politecnico di Milano IT",2016.0,0,,where(1) when(1),0,EU
"Politecnico di Milano, Politecnico di Milano IT",2017.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano IT",2018.0,0,,,0,EU
"Politecnico di Milano, Politecnico di Milano IT",2019.0,0,,which(1),0,EU
"Politecnico di Milano, Politecnico di Milano IT",2020.0,1,potent(1),,0,EU
"Politecnico di Milano, Politecnico di Milano IT",2021.0,1,innovative(2),when(1),0,EU
"Politecnico di Milano, Politecnico di Milano IT",2024.0,0,,how(1),0,EU
"Politecnico di Milano, Politecnico di Milano Lombardia IT",2019.0,0,,whose(1),0,EU
Queen Mary University of London,2014.0,0,,which(1),0,EU
Queen Mary University of London,2015.0,0,,which(2),0,EU
Queen Mary University of London,2016.0,1,potent(1),when(4) which(3) what(1),0,EU
Queen Mary University of London,2017.0,0,,which(4) when(1) where(1) how(1),0,EU
Queen Mary University of London,2018.0,3,potent(2) pivotal(1),when(1) which(6) whose(2) where(1),0,EU
Queen Mary University of London,2019.0,1,pivotal(1),which(10) when(2) where(1),0,EU
Queen Mary University of London,2020.0,4,potent(4),when(2) which(3),0,EU
Queen Mary University of London,2021.0,0,,when(2) which(4) how(3),0,EU
Queen Mary University of London,2022.0,0,,which(14) when(2) whose(1) how(2),0,EU
Queen Mary University of London,2023.0,4,intricate(1) potent(3),where(2) which(5) how(1),0,EU
Queen Mary University of London,2024.0,4,intricate(1) notable(1) potent(2) strategically(1),which(4) how(1) who(1) when(1) where(1),0,EU
Rigshospitalet,2024.0,0,,who(1) when(1) which(1),0,EU
Rigshospitalet/BRIC,2015.0,0,,,0,EU
Rigshospitalet/BRIC,2019.0,1,pivotal(1),,0,EU
"Somerville College, University of Oxford, University of Oxford",2022.0,0,,which(1),0,EU
Sorbonne University,2002.0,0,,,0,EU
Sorbonne University,2003.0,0,,which(3) when(1),0,EU
Sorbonne University,2004.0,0,,which(4),0,EU
Sorbonne University,2005.0,0,,how(1) which(6) where(2),0,EU
Sorbonne University,2006.0,0,,when(1) which(3),0,EU
Sorbonne University,2007.0,0,,which(1),0,EU
Sorbonne University,2008.0,1,potent(2),which(3),0,EU
Sorbonne University,2009.0,0,,why(1) when(3) which(3),2,EU
Sorbonne University,2010.0,3,versatile(3),which(2) when(3) how(1),0,EU
Sorbonne University,2011.0,3,versatile(2) potent(1),where(2) when(2) which(4) what(1) how(1),0,EU
Sorbonne University,2012.0,0,,when(1) which(5) where(3) whose(1) what(1) how(1),0,EU
Sorbonne University,2013.0,1,potent(1),which(14) where(8) whose(1) when(2) how(1),0,EU
Sorbonne University,2014.0,1,potent(1),which(5) when(2) where(2),0,EU
Sorbonne University,2015.0,1,potent(1),where(5) which(3) whose(1) when(3) what(1),2,EU
Sorbonne University,2016.0,0,,which(10) where(1) how(1),1,EU
Sorbonne University,2017.0,2,potent(1) versatile(1),which(10) where(3) what(1) when(3),0,EU
Sorbonne University,2018.0,2,potent(2),how(2) which(9) where(2) when(2) what(1) many(1),1,EU
Sorbonne University,2019.0,1,potent(1),which(11) whose(1) where(5) what(1) when(1) how(3),0,EU
Sorbonne University,2020.0,3,potent(3),which(16) where(8) when(6) why(1) how(2),0,EU
Sorbonne University,2021.0,4,fresh(1) potent(6),which(12) whose(3) what(1) where(3),0,EU
Sorbonne University,2022.0,3,potent(6),when(2) where(4) how(4) which(6),0,EU
Sorbonne University,2023.0,1,potent(6),where(3) which(7) when(1),1,EU
Sorbonne University,2024.0,3,innovative(1) innovatively(1) potent(3) pivotal(1),which(2) where(1),0,EU
St. John's College,2022.0,1,potent(1),how(1) which(1) whose(1),1,EU
Stockholm University,2003.0,0,,,0,EU
Stockholm University,2005.0,1,potent(2),,0,EU
Stockholm University,2006.0,0,,which(2),0,EU
Stockholm University,2011.0,2,fresh(3),which(2) how(2),0,EU
Stockholm University,2012.0,0,,when(1),0,EU
Stockholm University,2013.0,0,,which(1),0,EU
Stockholm University,2014.0,1,potent(1),when(1) which(1),0,EU
Stockholm University,2015.0,1,fresh(1),when(1) which(2),0,EU
Stockholm University,2016.0,0,,,0,EU
Stockholm University,2017.0,0,,which(2),0,EU
Stockholm University,2018.0,0,,whose(1) which(1),0,EU
Stockholm University,2019.0,2,potent(2),,0,EU
Stockholm University,2020.0,1,potent(2),which(2),0,EU
Stockholm University,2021.0,4,potent(6),which(1) how(1),0,EU
Stockholm University,2022.0,0,,when(1) how(1),0,EU
Stockholm University,2023.0,0,,which(1),0,EU
Stockholm University,2024.0,0,,how(1),0,EU
Technical University of Munich,1997.0,0,,,0,EU
Technical University of Munich,2013.0,0,,,0,EU
Technical University of Munich,2014.0,0,,,0,EU
Technical University of Munich,2016.0,1,potent(1),which(2) when(1),0,EU
Technical University of Munich,2017.0,1,potent(1),how(1) which(2) whose(1),0,EU
Technical University of Munich,2018.0,2,potent(2),which(7) when(5) where(3),0,EU
Technical University of Munich,2019.0,4,fresh(4) potent(1),which(16) where(3) when(2),0,EU
Technical University of Munich,2020.0,2,fresh(1) potent(1),where(2) when(3) which(5),0,EU
Technical University of Munich,2021.0,1,potent(1),which(11) where(1) when(3) who(1),0,EU
Technical University of Munich,2022.0,5,fresh(2) potent(5),which(13) when(9) where(4),0,EU
Technical University of Munich,2023.0,3,potent(5),which(16) where(5) how(3) when(4),0,EU
Technical University of Munich,2024.0,5,potent(5) pivotal(1),which(9) where(2) when(1) how(2) what(1),0,EU
"Telecom Paris, Institut Polytechnique de Paris",2023.0,1,notable(1),,0,EU
